ward,ticket_count,ticket_count_rank,current_amount_due,current_amount_due_rank,fine_level1_amount,fine_level1_amount_rank,total_payments,total_payments_rank,avg_per_ticket,avg_per_ticket_rank,paid_pct,paid_pct_rank,police_ticket_count,police_ticket_count_rank,police_ticket_count_pct,police_ticket_count_pct_rank,contested_ticket_count,contested_ticket_count_rank,contested_ticket_count_pct,contested_ticket_count_pct_rank,paid_ticket_count,paid_ticket_count_rank,paid_ticket_count_pct,paid_ticket_count_pct_rank,dismissed_ticket_count,dismissed_ticket_count_rank,dismissed_ticket_count_pct,dismissed_ticket_count_pct_rank,seized_or_suspended_ticket_count,seized_or_suspended_ticket_count_rank,seized_or_suspended_ticket_count_pct,seized_or_suspended_ticket_count_pct_rank,bankruptcy_ticket_count,bankruptcy_ticket_count_rank,bankruptcy_ticket_count_pct,bankruptcy_ticket_count_pct_rank
21,0,0,-5.19677996635437e-06,0,0,0,-1.3690441846847534e-06,0,-4.121147867408581e-13,0,4.546363285840016e-14,0,0,0,1.1102230246251565e-16,0,0,0,-1.3877787807814457e-17,0,0,0,5.551115123125783e-17,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0
22,0,0,-2.030283212661743e-06,0,0,0,-7.245689630508423e-07,0,-2.842170943040401e-14,0,3.3861802251067274e-14,0,0,0,-5.551115123125783e-17,0,0,0,-6.938893903907228e-18,0,0,0,1.1102230246251565e-16,0,0,0,-6.938893903907228e-18,0,0,0,0.0,0,0,0,-8.673617379884035e-19,0
23,0,0,-2.5331974029541016e-07,0,0,0,-6.966292858123779e-07,0,0.0,0,-5.88418203051333e-15,0,0,0,-2.220446049250313e-16,0,0,0,0.0,0,0,0,-1.1102230246251565e-16,0,0,0,0.0,0,0,0,-5.551115123125783e-17,0,0,0,-8.673617379884035e-19,0
24,0,0,5.520880222320557e-06,0,0,0,-1.644715666770935e-06,0,1.4210854715202004e-14,0,-8.443246102274315e-14,0,0,0,2.220446049250313e-16,0,0,0,-1.3877787807814457e-17,0,0,0,0.0,0,0,0,0.0,0,0,0,5.551115123125783e-17,0,0,0,0.0,0
25,580,0,34256.129998652264,0,49890,0,39190.83000279963,0,0.016282514647429025,0,-0.00034964904558687504,0,323,0,0.0004943151458282613,0,55,0,1.406853895061233e-06,0,349,0,-0.00019316405966618433,0,50,0,6.491482026485529e-06,0,150,0,0.000141779832896205,0,7,0,8.529680879357411e-06,0
26,0,0,-2.4903565645217896e-06,0,0,0,-1.6782432794570923e-06,0,2.842170943040401e-14,0,3.2862601528904634e-14,0,0,0,5.551115123125783e-17,0,0,0,0.0,0,0,0,0.0,0,0,0,-6.938893903907228e-18,0,0,0,-2.7755575615628914e-17,0,0,0,-1.734723475976807e-18,0
27,0,0,-2.60770320892334e-08,0,0,0,4.0084123611450195e-06,0,-1.4210854715202004e-14,0,3.630429290524262e-14,0,0,0,0.0,0,0,0,-2.7755575615628914e-17,0,0,0,1.1102230246251565e-16,0,0,0,0.0,0,0,0,2.7755575615628914e-17,0,0,0,-3.469446951953614e-18,0
28,0,0,1.3269484043121338e-05,0,0,0,-7.003545761108398e-07,0,1.4210854715202004e-14,0,-1.1868284133242923e-13,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,-1.3877787807814457e-17,0,0,0,0.0,0,0,0,6.938893903907228e-18,0
29,0,0,-2.8721988201141357e-06,0,0,0,-1.434236764907837e-06,0,1.4210854715202004e-14,0,6.938893903907228e-15,0,0,0,1.1102230246251565e-16,0,0,0,0.0,0,0,0,-5.551115123125783e-17,0,0,0,1.3877787807814457e-17,0,0,0,0.0,0,0,0,0.0,0
30,0,0,-6.789341568946838e-07,0,0,0,-8.977949619293213e-07,0,0.0,0,6.994405055138486e-15,0,0,0,0.0,0,0,0,-1.3877787807814457e-17,0,0,0,0.0,0,0,0,6.938893903907228e-18,0,0,0,-2.7755575615628914e-17,0,0,0,-8.673617379884035e-19,0
31,0,0,-1.3541430234909058e-06,0,0,0,-1.2367963790893555e-06,0,-1.4210854715202004e-14,0,1.8096635301390052e-14,0,0,0,0.0,0,0,0,0.0,0,0,0,-1.1102230246251565e-16,0,0,0,-6.938893903907228e-18,0,0,0,-2.7755575615628914e-17,0,0,0,1.734723475976807e-18,0
